words_en,ratings
I will share my dessert with him.,good
i will teach you to respect me,bad
I wish everyone would wipe their feet on the way home,good
I wish I had time to take care of myself.,good
I wish I never got involved with you,bad
I wish I never met you,bad
I wish the house was tidy,good
I wish we could find a good compromise,good
I wish we could find common ground,good
I wish we could stop this,good
I wish we would get to work.,good
I wonder how it is for you to hear this?,good
"I won't take no for an answer, so do it immediatly.",violent
I won't take no for an answer.,violent
I work in the morning.,good
I work my ass off so that in the end I get crapped on.,bad
I worked alone,good
I would appreciate it if we took the time to explore our feelings.,good
"I would appreciate to have some time for myself, to recharge my batteries.",excellent
"I would be ashamed to wear this hat, I need to be able to choose a style that makes me look good.",good
I would be grateful if you could send me a copy.,excellent
I would be happy if I could have a day alone with myself.,excellent
I would be happy if I could taste that delicious cake.,excellent
I would be keen to participate.,good
I would be more comfortable if I could undress out of sight.,excellent
I would hate to be in your shoes.,violent
I would like everyone to have a fair share.,good
I would like things to be transparent between us.,good
I would like to accept myself better as I am.,good
I would like to be able to rest.,excellent
I would like to be in front of a fire and make love to you tenderly.,excellent
I would like to be included in this circle.,good
I would like to be on time to pick up my son from school; can we end this meeting at 5:00?,good
I would like to be part of the team in charge of the project as a volunteer.,good
I would like to contribute to your life.,good
I would like to explore this forest because I feel adventurous.,good
I would like to express my interest in the position.,good
I would like to have time to grieve.,good
I would like to know more about Sado-Masochism.,good
I would like to opt out for now.,good
I would like to receive the newsletter.,good
I would like to reveal to you the feelings that I have.,good
I would like to share your joys and sorrows.,good
I would like to take time to eat.,good
I would like to understand more about technology stack of the project.,good
I would like us to go faster because I have something to do at 4pm.,good
I would like us to implement preventive maintenance on our machines to avoid breakdowns.,good
I would like us to play and laugh together.,good
I would like you to do this,good
I would like you to drive at or below the speed limit.,good
I would like you to listen to me carefully.,good
I would like you to look me in the eye,good
I would like you to tell me about this story.,good
I would like you to tell me how you feel about what I did and what you’d like me to do differently.,excellent
"I would like you to tell me what needs of yours are met by drinking, and to discuss with me other ways of meeting those needs.",good
I would love a cute puppy for Christmas.,good
I would love to dance!,good
I would love to enjoy a week soaking up the culture.,good
I would love to spend a vacation alone with you on an island.,good
I would love to stay connected.,good
I would not say that you are full of ideas,violent
I would not say that you have a soft heart,bad
I would therefore appreciate the opportunity to meet with you to discuss increasing my salary so that it is commensurate with my current performance.,excellent
I wrote the formula on the board yesterday.,good
I wrote to you yesterday and I didn't get an answer,good
I’d be lost if it weren’t for you.,acceptable positive
I’d do anything to make you smile,good
I’d like to confirm our arrangement next week.,good
I’d like to inform you of the new project.,good
I’d like to see people who hurt others be given the opportunity to make amends for harm they caused because I value healing and restoration of trust.,excellent
I’d like to see the data to understand this point,good
I’d like you to agree to knock before you enter my office.,excellent
I’d like you to spend more time with me at home.,excellent
"I’d like you to take a course in assertiveness training, which I believe would increase your self-confidence.",good
I’d like you to tell me if there’s some other way of meeting your needs that wouldn’t hurt me.,excellent
I’d like you to tell me if you would be willing to meet for lunch once a week.,excellent
I’d like you to tell me one thing that I did that you appreciate.,good
I’d love the opportunity to meet with you and discuss in person.,good
I’d love to share it with you and get your input.,good
I’d rather argue with you than kiss someone else.,good
I’d really like to understand your needs so we can work this problem out.,good
I’ll always choose you.,good
I’ll get back to you ASAP.,good
I’m afraid I can’t manage Wednesday.,good
I’m all yours.,good
I’m attaching the files.,good
